archive_entry,date,title,duration_min_before,disposition,action_or_reason,linked_recordings
2026-06-23-live-01,2026-06-23,潜水员戴夫,116,多日合集·本条只占一段,她本人号的全程合集覆盖 06-20～06-23,"BV1pDjU6nEGc:116min/3P/dates=[]/mine=0 ; BV1kgjU6mE7x:115min/4P/dates=[]/mine=0 ; BV1R9jH6YEfr:840min/11P/dates=['2026-06-20', '2026-06-21', '2026-06-22']/mine=116 ; BV1wujU6JEPe:71min/2P/dates=['2026-06-23']/mine=71 ; BV12D7L6NEZX:120min/2P/dates=['2026-06-22', '2026-06-23']/mine=60"
2026-06-29-live-02,2026-06-29,鸣潮3.4,170,时长正确,判别时把「鸣潮3.4」误读成 3 月 4 日；纯净版 170 分钟与条目一致,"BV1zWT66eEsy:240min/5P/dates=['2026-06-29', '2026-07-02']/mine=110 ; BV1X8KD6jEDt:169min/5P/dates=['2026-03-04']/mine=0 ; BV1GjK96XETc:169min/4P/dates=['2026-03-04']/mine=0 ; BV1e4KD6EEsi:170min/3P/dates=['2026-06-29']/mine=170 ; BV1ahKD61Emr:169min/3P/dates=['2026-03-04']/mine=0"
2026-06-30-live-01,2026-06-30,AI密室逃脱互动闯关,81,多日合集·本条只占一段,,"BV1FeTc6sEaJ:80min/2P/dates=[]/mine=0 ; BV1HGTw6tEPQ:80min/2P/dates=[]/mine=0 ; BV1QVTq6CEqy:141min/3P/dates=['2026-06-29', '2026-06-30']/mine=81 ; BV1nGTw6tEYT:81min/2P/dates=['2026-06-30']/mine=81"
2026-07-02-live-05,2026-07-02,节奏天国：奇迹之星,130,多日合集·本条只占一段,,"BV1zWT66eEsy:240min/5P/dates=['2026-06-29', '2026-07-02']/mine=130 ; BV1LdTE6AE63:129min/3P/dates=[]/mine=0 ; BV1qRTr6wEww:153min/4P/dates=['2026-07-02']/mine=153 ; BV1YFTk6ZE9W:123min/3P/dates=[]/mine=0 ; BV1r1Tr6MEHe:130min/4P/dates=[]/mine=0 ; BV12ST767EgS:596min/9P/dates=['2026-07-02', '2026-07-"
2026-07-03-live-02,2026-07-03,节奏天国：奇迹之星,162,多日合集·本条只占一段,,"BV1SATb6EEBN:162min/5P/dates=[]/mine=0 ; BV13rTb6WEeo:162min/3P/dates=[]/mine=0 ; BV1QXTx67ExU:163min/3P/dates=['2026-07-03']/mine=163 ; BV12ST767EgS:596min/9P/dates=['2026-07-02', '2026-07-03', '2026-07-04']/mine=162 ; BV19XTx67EAJ:162min/5P/dates=[]/mine=0"
2026-07-04-live-02,2026-07-04,节奏天国，点头准备开始啦,181,时长正确,纯净版 181 分钟与条目一致；bobi华 标题日期写错,"BV1nPMP6vEdc:180min/3P/dates=[]/mine=0 ; BV17GMP6FETb:90min/2P/dates=[]/mine=0 ; BV1F1MP6qEPR:181min/4P/dates=['2026-07-04', '2026-07-05']/mine=180 ; BV1WzMP6rEXM:180min/6P/dates=[]/mine=0 ; BV12ST767EgS:596min/9P/dates=['2026-07-02', '2026-07-03', '2026-07-04']/mine=45 ; BV1xiMP6CE43:90min/3P/dates"
2026-07-07-live-02,2026-07-07,节奏天国：奇迹之星,145,多日合集·本条只占一段,,"BV1giMh6bE52:145min/4P/dates=[]/mine=0 ; BV1a5Ma6aEn3:145min/3P/dates=['2026-07-07']/mine=145 ; BV1hjMa6cEBt:145min/3P/dates=['2026-07-07']/mine=145 ; BV1k3Mh6yEbA:144min/5P/dates=[]/mine=0 ; BV12ST767EgS:596min/9P/dates=['2026-07-02', '2026-07-03', '2026-07-04']/mine=144"
2026-07-15-live-02,2026-07-15,节奏天国：奇迹之星,171,时长正确,纯净版 171 分钟与条目一致,"BV1cpNz6bEMi:171min/4P/dates=['2026-07-15']/mine=171 ; BV1XcNz6CEgx:170min/5P/dates=[]/mine=0 ; BV12ST767EgS:596min/9P/dates=['2026-07-02', '2026-07-03', '2026-07-04']/mine=123 ; BV1tbNB6vEn7:170min/5P/dates=[]/mine=0 ; BV17DNB6nEL7:171min/4P/dates=['2026-07-15']/mine=171"
2026-08-05-live-01,2026-08-05,冒险岛,165,一条录像覆盖同日多条,,BV1jnMk6MEi1:297min/6P/dates=['2026-08-05']/mine=297 ; BV1jWMk6KESW:165min/4P/dates=[]/mine=0 ; BV1ASMk6EE2z:297min/6P/dates=['2026-08-05']/mine=297 ; BV1EnMk6MENQ:165min/3P/dates=[]/mine=0
2026-08-05-live-05,2026-08-05,机械狂欢,131,一条录像覆盖同日多条,,BV1YdMC6PEjg:129min/4P/dates=['2026-08-05']/mine=129 ; BV1D1M26qEF4:131min/3P/dates=[]/mine=0 ; BV1soM26FEuS:129min/5P/dates=[]/mine=0 ; BV1uAMy6bEn7:130min/3P/dates=[]/mine=0 ; BV1jnMk6MEi1:297min/6P/dates=['2026-08-05']/mine=297 ; BV1ASMk6EE2z:297min/6P/dates=['2026-08-05']/mine=297
