date,weekday,schedule_items,category_code,category,live_entries_before,disposition,action,live_entries_after
2018-03-07,三,弹丸论破,0,已有条目·内容一致,2018-03-07-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-03-07-live-01
2018-03-08,四,弹丸论破,0,已有条目·内容一致,2018-03-08-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-03-08-live-01
2018-03-09,五,弹丸论破,0,已有条目·内容一致,2018-03-09-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-03-09-live-01
2018-03-10,六,休息,6,非直播／活动／休息,,节目单：休息,,
2018-03-11,日,心灵砒霜 | 邮件12,0,已有条目·内容一致,2018-03-11-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-03-11-live-01
2018-03-12,一,休息,6,非直播／活动／休息,,节目单：休息,,
2018-03-13,二,休息,6,非直播／活动／休息,,节目单：休息,,
2018-03-14,三,蔚蓝/Celeste | 光遇/Sky,0,已有条目·内容一致,2018-03-14-live-02 | 2018-03-14-live-03,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-03-14-live-02 | 2018-03-14-live-03
2018-03-15,四,休息,6,非直播／活动／休息,,节目单：休息,,
2018-03-16,五,蔚蓝/Celeste,0,已有条目·内容一致,2018-03-16-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-03-16-live-01
2018-03-17,六,蔚蓝/Celeste,0,已有条目·内容一致,2018-03-17-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-03-17-live-01
2018-03-18,日,心灵砒霜 | 邮件12,0,已有条目·内容一致,2018-03-18-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-03-18-live-01
2018-03-19,一,超级情圣/Super Seducer,0,已有条目·内容一致,2018-03-19-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-03-19-live-01
2018-03-20,二,蔚蓝/Celeste | 废都物语,2,已有条目·缺内容,2018-03-20-live-01,节目单另记「蔚蓝/Celeste」，条目未收；只有节目单一处，未改条目,,2018-03-20-live-01
2018-03-21,三,盗贼之海/Sea of Theives,0,已有条目·内容一致,2018-03-21-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-03-21-live-01
2018-03-22,四,盗贼之海/Sea of Theives | 绝地救生/PLAYERUNKNOWN’S BATTLEGROUNDS,0,已有条目·内容一致,2018-03-22-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-03-22-live-01
2018-03-23,五,休息,6,非直播／活动／休息,,节目单：休息,,
2018-03-24,六,没人会被炸掉/Keep Talking and Nobody Explodes,0,已有条目·内容一致,2018-03-24-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-03-24-live-01
2018-03-25,日,66说书：聊斋志异 | 超级兔子人/Super Bunny Man,0,已有条目·内容一致,2018-03-25-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-03-25-live-01
2018-03-26,一,没人会被炸掉/Keep Talking and Nobody Explodes,0,已有条目·内容一致,2018-03-26-live-01 | 2018-03-26-live-02,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-03-26-live-01 | 2018-03-26-live-02
2018-03-27,二,没人会被炸掉/Keep Talking and Nobody Explodes,0,已有条目·内容一致,2018-03-27-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-03-27-live-01
2018-03-28,三,UNO牌,0,已有条目·内容一致,2018-03-28-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-03-28-live-01
2018-03-29,四,休息,6,非直播／活动／休息,,节目单：休息,,
2018-03-30,五,星之卡比 | 游戏机被妈妈藏起来了,2,已有条目·缺内容,2018-03-30-live-01,节目单另记「游戏机被妈妈藏起来了」，条目未收；只有节目单一处，未改条目,,2018-03-30-live-01
2018-03-31,六,脸黑先生/Chuchel | 游戏机被妈妈藏起来了,0,已有条目·内容一致,2018-03-31-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-03-31-live-01
2018-04-01,日,聊斋两则 | 心灵砒霜 | 邮件13,2,已有条目·缺内容,2018-04-01-live-01,节目单另记「聊斋两则」，条目未收；只有节目单一处，未改条目,,2018-04-01-live-01
2018-04-02,一,PuyoPuyo Tetris,0,已有条目·内容一致,2018-04-02-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-04-02-live-01
2018-04-03,二,PuyoPuyo Tetris | 洞窟物语,0,已有条目·内容一致,2018-04-03-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-04-03-live-01
2018-04-04,三,动漫音乐赏析,2,已有条目·缺内容,2018-04-04-live-01,节目单另记「动漫音乐赏析」，条目未收；只有节目单一处，未改条目,,2018-04-04-live-01
2018-04-05,四,休息,6,非直播／活动／休息,,节目单：休息,,
2018-04-06,五,第五人格 | 豆豆来唱歌74,2,已有条目·缺内容,2018-04-06-live-01 | 2018-04-06-live-02,节目单另记「第五人格」，条目未收；只有节目单一处，未改条目,,2018-04-06-live-01 | 2018-04-06-live-02
2018-04-07,六,卡丁车,0,已有条目·内容一致,2018-04-07-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-04-07-live-01
2018-04-08,日,聊天,0,已有条目·内容一致,2018-04-08-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-04-08-live-01
2018-04-09,一,休息,6,非直播／活动／休息,,节目单：休息,,
2018-04-10,二,休息,6,非直播／活动／休息,,节目单：休息,,
2018-04-11,三,节奏天国,0,已有条目·内容一致,2018-04-11-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-04-11-live-01
2018-04-12,四,节目展示 | 心灵砒霜 | 超级兔子人/Super Bunny Man | 邮件4,2,已有条目·缺内容,2018-04-12-live-01,节目单另记「节目展示」，条目未收；只有节目单一处，未改条目,,2018-04-12-live-01
2018-04-13,五,老人之旅/ Old Man's Journey | 众生/ The Lives,0,已有条目·内容一致,2018-04-13-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-04-13-live-01
2018-04-14,六,逃出生天/ A Way Out,0,已有条目·内容一致,2018-04-14-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-04-14-live-01
2018-04-15,日,心灵砒霜 | 邮件13,0,已有条目·内容一致,2018-04-15-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-04-15-live-01
2018-04-16,一,逃出生天/ A Way Out | 冒险岛Online,2,已有条目·缺内容,2018-04-16-live-01,节目单另记「逃出生天/ A Way Out」，条目未收；只有节目单一处，未改条目,,2018-04-16-live-01
2018-04-17,二,聊斋 | 堡垒之夜,0,已有条目·内容一致,2018-04-17-live-01 | 2018-04-17-live-02,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-04-17-live-01 | 2018-04-17-live-02
2018-04-18,三,休息,6,非直播／活动／休息,,节目单：休息,,
2018-04-19,四,休息,6,非直播／活动／休息,,节目单：休息,,
2018-04-20,五,战神God of War,0,已有条目·内容一致,2018-04-20-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-04-20-live-01
2018-04-21,六,战神God of War,0,已有条目·内容一致,2018-04-21-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-04-21-live-01
2018-04-22,日,心灵砒霜 | 邮件9 | 冒险岛Online,0,已有条目·内容一致,2018-04-22-live-01 | 2018-04-22-live-02,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-04-22-live-01 | 2018-04-22-live-02
2018-04-23,一,战神God of War | 堡垒之夜,0,已有条目·内容一致,2018-04-23-live-01 | 2018-04-23-live-02 | 2018-04-23-live-03,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-04-23-live-01 | 2018-04-23-live-02 | 2018-04-23-live-03
2018-04-24,二,发布会彩排 | 搜狐视频发布,6,非直播／活动／休息,,节目单：发布会彩排 | 搜狐视频发布,,
2018-04-25,三,Playstation 媒体体验会 | 堡垒之夜,0,已有条目·内容一致,2018-04-25-live-01 | 2018-04-25-live-02,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-04-25-live-01 | 2018-04-25-live-02
2018-04-26,四,堡垒之夜,0,已有条目·内容一致,2018-04-26-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-04-26-live-01
2018-04-27,五,战神God of War,0,已有条目·内容一致,2018-04-27-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-04-27-live-01
2018-04-28,六,嘉年华红毯,6,非直播／活动／休息,,节目单：嘉年华红毯,,
2018-04-29,日,嘉年华第一天,6,非直播／活动／休息,,节目单：嘉年华第一天,,
2018-04-30,一,嘉年华主机区活动 | 粉丝见面会,2,已有条目·缺内容,2018-04-30-live-01,节目单另记「粉丝见面会」，条目未收；只有节目单一处，未改条目,,2018-04-30-live-01
2018-05-01,二,长安福特翼博 | 主机区逛逛,2,已有条目·缺内容,2018-05-01-live-01,节目单另记「长安福特翼博」，条目未收；只有节目单一处，未改条目,,2018-05-01-live-01
2018-05-02,三,休息,6,非直播／活动／休息,,节目单：休息,,
2018-05-03,四,任天堂labo,0,已有条目·内容一致,2018-05-03-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-05-03-live-01
2018-05-04,五,任天堂labo,0,已有条目·内容一致,2018-05-04-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-05-04-live-01
2018-05-05,六,2018核聚变,0,已有条目·内容一致,2018-05-05-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-05-05-live-01
2018-05-06,日,心灵砒霜 | 邮件9,0,已有条目·内容一致,2018-05-06-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-05-06-live-01
2018-05-07,一,休息,6,非直播／活动／休息,,节目单：休息,,
2018-05-08,二,杀戮尖塔/Slay the Spire,0,已有条目·内容一致,2018-05-08-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-05-08-live-01
2018-05-09,三,艾兰岛/ Ylands,0,已有条目·内容一致,2018-05-09-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-05-09-live-01
2018-05-10,四,VR游戏 | 节奏光剑、拆弹、冰湖钓鱼、Rec Room,2,已有条目·缺内容,2018-05-10-live-01,节目单另记「VR游戏」，条目未收；只有节目单一处，未改条目,,2018-05-10-live-01
2018-05-11,五,Unity Beijing 2018 开发者大会,0,已有条目·内容一致,2018-05-11-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-05-11-live-01
2018-05-12,六,VR游戏 | 节奏光剑 | Tilt Brush,2,已有条目·缺内容,2018-05-12-live-01,节目单另记「VR游戏、节奏光剑」，条目未收；只有节目单一处，未改条目,,2018-05-12-live-01
2018-05-13,日,心灵砒霜 | 邮件15,0,已有条目·内容一致,2018-05-13-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-05-13-live-01
2018-05-14,一,聊斋 | 唱歌,0,已有条目·内容一致,2018-05-14-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-05-14-live-01
2018-05-15,二,,6,非直播／活动／休息,,节目单：空白,,
2018-05-16,三,我们也在这里/ We Were Here Too+DLC,0,已有条目·内容一致,2018-05-16-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-05-16-live-01
2018-05-17,四,,6,非直播／活动／休息,,节目单：空白,,
2018-05-18,五,传奇法师/ Wizard of Legend,0,已有条目·内容一致,2018-05-18-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-05-18-live-01
2018-05-19,六,急性肠胃炎，请假,6,非直播／活动／休息,,节目单：急性肠胃炎，请假,,
2018-05-20,日,生病卧床闲聊,2,已有条目·缺内容,2018-05-20-live-01,节目单另记「生病卧床闲聊」，条目未收；只有节目单一处，未改条目,,2018-05-20-live-01
2018-05-21,一,传奇法师/ Wizard of Legend,0,已有条目·内容一致,2018-05-21-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-05-21-live-01
2018-05-22,二,房产达人/ House Flipper,0,已有条目·内容一致,2018-05-22-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-05-22-live-01
2018-05-23,三,探望依依,6,非直播／活动／休息,,节目单：探望依依,,
2018-05-24,四,黑暗之魂重制/ Dark Souls Remastered,0,已有条目·内容一致,2018-05-24-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-05-24-live-01
2018-05-25,五,黑暗之魂重制/ Dark Souls Remastered,0,已有条目·内容一致,2018-05-25-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-05-25-live-01
2018-05-26,六,黑暗之魂重制/ Dark Souls Remastered,0,已有条目·内容一致,2018-05-26-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,条目只有节目单及其 2024 年贴吧转贴为据，confidence 由 medium 降为 low,2018-05-26-live-01
2018-05-27,日,聊斋 | 心灵砒霜 | 邮件10,0,已有条目·内容一致,2018-05-27-live-01 | 2018-05-27-live-02,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-05-27-live-01 | 2018-05-27-live-02
2018-05-28,一,黑暗之魂重制/ Dark Souls Remastered,0,已有条目·内容一致,2018-05-28-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-05-28-live-01
2018-05-29,二,黑暗之魂重制/ Dark Souls Remastered,0,已有条目·内容一致,2018-05-29-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-05-29-live-01
2018-05-30,三,女巫来了/Witch It,0,已有条目·内容一致,2018-05-30-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-05-30-live-01
2018-05-31,四,木筏求生/ Raft,0,已有条目·内容一致,2018-05-31-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-05-31-live-01
2018-06-01,五,木筏求生/ Raft,0,已有条目·内容一致,2018-06-01-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-06-01-live-01
2018-06-02,六,观影：巴霍巴利王,2,已有条目·缺内容,2018-06-02-live-01,节目单另记「观影：巴霍巴利王」，条目未收；只有节目单一处，未改条目,条目只有节目单及其 2024 年贴吧转贴为据，confidence 由 medium 降为 low,2018-06-02-live-01
2018-06-03,日,聊斋 | 心灵砒霜 | 邮件26,0,已有条目·内容一致,2018-06-03-live-01 | 2018-06-03-live-02,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-06-03-live-01 | 2018-06-03-live-02
2018-06-04,一,休息,6,非直播／活动／休息,,节目单：休息,,
2018-06-05,二,孤帆远航/ FAR：Lone Sails,0,已有条目·内容一致,2018-06-05-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-06-05-live-01
2018-06-06,三,大周庆典 | 跳舞弹钢琴,2,已有条目·缺内容,2018-06-06-live-01,节目单另记「跳舞弹钢琴」，条目未收；只有节目单一处，未改条目,,2018-06-06-live-01
2018-06-07,四,战斗厨师旅团/ Battle Chef Brigade,0,已有条目·内容一致,2018-06-07-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-06-07-live-01
2018-06-08,五,间谍派对/ Spy Party,0,已有条目·内容一致,2018-06-08-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-06-08-live-01
2018-06-09,六,Just Shapes & Beats,0,已有条目·内容一致,2018-06-09-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-06-09-live-01
2018-06-10,日,E3前准备,6,非直播／活动／休息,,节目单：E3前准备,,
2018-06-11,一,酒店闲聊,2,已有条目·缺内容,2018-06-11-live-01,节目单另记「酒店闲聊」，条目未收；只有节目单一处，未改条目,,2018-06-11-live-01
2018-06-12,二,索尼展前发布会,0,已有条目·内容一致,2018-06-12-live-01 | 2018-06-12-live-02,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-06-12-live-01 | 2018-06-12-live-02
2018-06-13,三,E3,0,已有条目·内容一致,2018-06-13-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-06-13-live-01
2018-06-14,四,休息,6,非直播／活动／休息,,节目单：休息,,
2018-06-15,五,回程,6,非直播／活动／休息,,节目单：回程,,
2018-06-16,六,Golf With Your Friends,0,已有条目·内容一致,2018-06-16-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-06-16-live-01
2018-06-17,日,聊斋 | 心灵砒霜 | 邮件10,0,已有条目·内容一致,2018-06-17-live-01 | 2018-06-17-live-02,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-06-17-live-01 | 2018-06-17-live-02
2018-06-18,一,回家过节,6,非直播／活动／休息,,节目单：回家过节,,
2018-06-19,二,休息,6,非直播／活动／休息,,节目单：休息,,
2018-06-20,三,郡主上线,2,已有条目·缺内容,2018-06-20-live-01,节目单另记「郡主上线」，条目未收；只有节目单一处，未改条目,,2018-06-20-live-01
2018-06-21,四,看日记,2,已有条目·缺内容,2018-06-21-live-01,节目单另记「看日记」，条目未收；只有节目单一处，未改条目,,2018-06-21-live-01
2018-06-22,五,喜剧之夜/ Comedy Night | 手部模拟器/ Hand Simulator,0,已有条目·内容一致,2018-06-22-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-06-22-live-01
2018-06-23,六,VR游戏 | 节奏光剑 | Accounting | Job Simulator,2,已有条目·缺内容,2018-06-23-live-01,节目单另记「VR游戏、节奏光剑、Accounting、Job Simulator」，条目未收；只有节目单一处，未改条目,,2018-06-23-live-01
2018-06-24,日,聊斋 | 心灵砒霜 | 邮件14,0,已有条目·内容一致,2018-06-24-live-01 | 2018-06-24-live-02,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-06-24-live-01 | 2018-06-24-live-02
2018-06-25,一,一起玩农场/Farm Together,0,已有条目·内容一致,2018-06-25-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-06-25-live-01
2018-06-26,二,一起玩农场/Farm Together,0,已有条目·内容一致,2018-06-26-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-06-26-live-01
2018-06-27,三,一起玩农场/Farm Together | 唱歌,0,已有条目·内容一致,2018-06-27-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-06-27-live-01
2018-06-28,四,聊天,0,已有条目·内容一致,2018-06-28-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-06-28-live-01
2018-06-29,五,一起玩农场/Farm Together,0,已有条目·内容一致,2018-06-29-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-06-29-live-01
2018-06-30,六,一起玩农场/Farm Together | 逆水寒,0,已有条目·内容一致,2018-06-30-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-06-30-live-01
2018-07-01,日,聊斋 | 心灵砒霜 | 邮件13,0,已有条目·内容一致,2018-07-01-live-01 | 2018-07-01-live-02,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-07-01-live-01 | 2018-07-01-live-02
2018-07-02,一,VR游戏 | 乒乓球 | 聊天,2,已有条目·缺内容,2018-07-02-live-01,节目单另记「VR游戏、乒乓球」，条目未收；只有节目单一处，未改条目,,2018-07-02-live-01
2018-07-03,二,休息,6,非直播／活动／休息,,节目单：休息,,
2018-07-04,三,休息,6,非直播／活动／休息,,节目单：休息,,
2018-07-05,四,休息,6,非直播／活动／休息,,节目单：休息,,
2018-07-06,五,蒸汽世界/ SteamWorld Dig,0,已有条目·内容一致,2018-07-06-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-07-06-live-01
2018-07-07,六,蒸汽世界/ SteamWorld Dig | 极限巅峰/ Steep | 逆水寒,0,已有条目·内容一致,2018-07-07-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-07-07-live-01
2018-07-08,日,聊斋 | 心灵砒霜 | 邮件12,0,已有条目·内容一致,2018-07-08-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-07-08-live-01
2018-07-09,一,休息,6,非直播／活动／休息,,节目单：休息,,
2018-07-10,二,极限巅峰/ Steep,0,已有条目·内容一致,2018-07-10-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-07-10-live-01
2018-07-11,三,我被男神捅死了,0,已有条目·内容一致,2018-07-11-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-07-11-live-01
2018-07-12,四,休息,6,非直播／活动／休息,,节目单：休息,,
2018-07-13,五,我被男神捅死了,0,已有条目·内容一致,2018-07-13-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-07-13-live-01
2018-07-14,六,来访者/ Visitor,0,已有条目·内容一致,2018-07-14-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-07-14-live-01
2018-07-15,日,聊斋 | 心灵砒霜 | 邮件19,0,已有条目·内容一致,2018-07-15-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-07-15-live-01
2018-07-16,一,休息,6,非直播／活动／休息,,节目单：休息,,
2018-07-17,二,八方旅人/ Octopath Traveler,0,已有条目·内容一致,2018-07-17-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-07-17-live-01
2018-07-18,三,八方旅人/ Octopath Traveler,0,已有条目·内容一致,2018-07-18-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-07-18-live-01
2018-07-19,四,八方旅人/ Octopath Traveler,0,已有条目·内容一致,2018-07-19-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-07-19-live-01
2018-07-20,五,八方旅人/ Octopath Traveler,0,已有条目·内容一致,2018-07-20-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-07-20-live-01
2018-07-21,六,八方旅人/ Octopath Traveler | 绝地救生/PLAYERUNKNOWN’S BATTLEGROUNDS,0,已有条目·内容一致,2018-07-21-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-07-21-live-01
2018-07-22,日,聊斋 | 心灵砒霜 | 邮件13,0,已有条目·内容一致,2018-07-22-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-07-22-live-01
2018-07-23,一,八方旅人/ Octopath Traveler,0,已有条目·内容一致,2018-07-23-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-07-23-live-01
2018-07-24,二,八方旅人/ Octopath Traveler,0,已有条目·内容一致,2018-07-24-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-07-24-live-01
2018-07-25,三,八方旅人/ Octopath Traveler,0,已有条目·内容一致,2018-07-25-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-07-25-live-01
2018-07-26,四,八方旅人/ Octopath Traveler,0,已有条目·内容一致,2018-07-26-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-07-26-live-01
2018-07-27,五,太鼓达人NS,0,已有条目·内容一致,2018-07-27-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-07-27-live-01
2018-07-28,六,炸弹鸡/Bomb Chicken,0,已有条目·内容一致,2018-07-28-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-07-28-live-01
2018-07-29,日,聊斋 | 心灵砒霜 | 邮件12,0,已有条目·内容一致,2018-07-29-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-07-29-live-01
2018-07-30,一,波西亚时光,0,已有条目·内容一致,2018-07-30-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-07-30-live-01
2018-07-31,二,炸弹鸡/Bomb Chicken | 逆水寒,0,已有条目·内容一致,2018-07-31-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-07-31-live-01
2018-08-01,三,,6,非直播／活动／休息,,节目单：空白,,
2018-08-02,四,CJ展前索尼发布会,0,已有条目·内容一致,2018-08-02-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-08-02-live-01
2018-08-03,五,CJ索尼行,6,非直播／活动／休息,,节目单：CJ索尼行,,
2018-08-04,六,,6,非直播／活动／休息,,节目单：空白,,
2018-08-05,日,,6,非直播／活动／休息,,节目单：空白,,
2018-08-06,一,无人深空/ No Man's Sky,0,已有条目·内容一致,2018-08-06-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-08-06-live-01
2018-08-07,二,休息,6,非直播／活动／休息,,节目单：休息,,
2018-08-08,三,煮糊了2 /Overcooked 2,0,已有条目·内容一致,2018-08-08-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-08-08-live-01
2018-08-09,四,煮糊了2 /Overcooked 2 | 声控大师/ One Hand Clapping,0,已有条目·内容一致,2018-08-09-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-08-09-live-01
2018-08-10,五,我的世界/MC 第一天,0,已有条目·内容一致,2018-08-10-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-08-10-live-01
2018-08-11,六,怪物猎人世界/MONSTER HUNTER WORLD 腾讯WG | 我的世界/MC 第二天,2,已有条目·缺内容,2018-08-11-live-01,节目单另记「我的世界/MC 第二天」，条目未收；只有节目单一处，未改条目,,2018-08-11-live-01
2018-08-12,日,聊斋 | 心灵砒霜 | 邮件14,0,已有条目·内容一致,2018-08-12-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-08-12-live-01
2018-08-13,一,我的世界/MC 第三天,0,已有条目·内容一致,2018-08-13-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-08-13-live-01
2018-08-14,二,我的世界/MC 第四天,0,已有条目·内容一致,2018-08-14-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-08-14-live-01
2018-08-15,三,我的世界/MC 第五天 | 幸福列车关注留守儿童,0,已有条目·内容一致,2018-08-15-live-01 | 2018-08-15-live-02,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2018-08-15-live-01 | 2018-08-15-live-02
2018-08-16,四,休息,6,非直播／活动／休息,,节目单：休息,,
